MSOA Code,Cases1,Cases2,Cases3,NUK,O65,Bame,HP,OO,OML,SR,PR,NP,Density,Geo,IMD,Health,Income,AS,Employment,Education,Crime,Environment
E02000254,489,2301.8,1264.2,56.02860655,0.12483846,0.873840653,408750,32.8,36.1,8.3,20.8,3.1,44.806022,-1.3978,22.6104,0.074,0.1454,0.354,0.0982,15.696,0.1436,25.1964
E02000255,339.2,1445.3,1018.3,40.32752245,0.15258121,0.384997359,718500,26,29.6,20.2,22.4,2.5,58.05164319,-0.211666667,21.419,-0.414833333,0.142166667,0.205,0.099666667,7.962166667,-0.009166667,27.812
E02000256,168.9,1564.4,1328.1,43.44882067,0.197108434,0.3084302,485000,24,23,9.2,40.2,3.7,62.3747495,-0.3412,13.2098,-0.523,0.0756,0.1164,0.0558,2.2888,-0.3866,31.6102
E02000257,191.6,1162.4,1142.1,49.35968614,0.148294142,0.373010586,600000,22.2,19.5,11,45.3,3.8,77.76955603,-0.256375,15.61825,-0.634375,0.086125,0.12625,0.05725,5.841125,0.294625,30.101125
E02000258,284.5,1152.3,1635.9,49.52451709,0.084776273,0.410549777,623150,20.6,24.5,16.2,36.4,3.6,36.50187735,-0.78,18.416,-0.337,0.1165,0.22375,0.079,7.917,0.211,27.386
E02000259,417.7,1286.7,919.1,39.26067559,0.151344928,0.307361377,525000,27.8,36.3,8.8,25.6,2.2,80.07785467,-0.868,14.994,-0.47125,0.08675,0.205,0.06775,4.52675,-0.01125,35.16625
E02000260,573.1,1814.6,1082.4,60.57405281,0.149672033,0.904477612,435000,30.1,26.8,16,24,7.1,80.54755043,-0.9406,26.1374,-0.1284,0.1452,0.3606,0.093,20.5412,0.5804,33.166
E02000261,454.4,1429.7,1363.6,53.00947427,0.163363626,0.490897269,515873,18.1,19.8,23.6,30.8,4.2,58.96061975,-0.733166667,23.20783333,-0.3685,0.142166667,0.238833333,0.085,10.2445,0.4635,35.3135
E02000262,522.8,1205,1216.4,48.16806723,0.124817107,0.371540616,487500,13.7,23.4,25,35.2,3.5,81.06751825,-1.1738,25.6352,-0.0146,0.1576,0.2166,0.1076,7.4288,0.6508,35.9452
E02000263,556.1,1618.1,1410.7,64.04571625,0.129257284,0.93864398,271000,30,26.9,15.1,24,6.2,67.04264099,-0.5735,29.92216667,0.048166667,0.174666667,0.405166667,0.113333333,25.07966667,0.520166667,27.12516667
E02000264,224.8,1301.4,1289.7,48.25373319,0.118349929,0.333950389,615000,24.4,24,10.1,39,4.2,68.05421104,-0.5166,18.0822,-0.4672,0.0938,0.1464,0.057,3.7628,0.5064,40.6648
E02000265,255.5,1011.3,992.3,44.02374314,0.138536096,0.382948107,526500,14.6,26.3,26.4,28.6,3.1,46.82316119,-1.243666667,26.59483333,0.02,0.161666667,0.207666667,0.117166667,8.4295,0.634,37.15133333
E02000266,737.6,1743.9,1440.3,49.24985808,0.155789027,0.772930014,415000,15.4,17.8,46.6,14.4,2.9,86.7679558,-0.178,37.36514286,0.186571429,0.231714286,0.392285714,0.168,22.768,0.404428571,23.82914286
E02000267,207.6,1135.5,1024.7,38.391568,0.101983471,0.286745596,546975,20.7,35.3,11.5,28.9,3.5,92.72030651,-0.59125,18.649,-0.26675,0.12725,0.2185,0.083,5.61125,-0.13,32.991
E02000268,33.7,1458.6,1043.5,38.15986322,0.112765716,0.268754007,601500,23.2,28.6,16.8,29,2.4,124.427157,-0.295166667,21.004,-0.265833333,0.119666667,0.176166667,0.093833333,6.875333333,0.4235,30.4675
E02000269,255.5,1316.2,1175.6,34.2163902,0.133847813,0.233597425,687900,28.5,35,5.2,29.5,2.9,97.57894737,-1.033,10.6316,-0.8772,0.0576,0.1132,0.0408,0.9994,0.031,37.8054
E02000270,407.8,1083.4,1376.6,50.91383812,0.146355892,0.519706577,470000,9.5,15.1,49,21.1,2.5,58.81697982,-0.3818,36.3102,0.2262,0.2492,0.318,0.156,17.1066,0.3542,33.7596
E02000271,87,1291.4,1262.3,35.51678249,0.118030618,0.172112968,982500,30.3,33.1,5.9,28.7,4,104.3589744,-0.9375,9.57725,-1.046,0.05875,0.094,0.03725,1.175,-0.05125,32.26725
E02000272,108.8,792.7,1010.3,34.49911085,0.113926247,0.258743331,735000,36.4,37.6,5.6,18.8,2,29.79576008,-0.7035,10.3435,-0.7925,0.06975,0.1645,0.054,3.32025,-0.33375,28.2045
E02000274,415.8,1959.1,1331.9,63.32364722,0.116172805,0.916201995,329000,24,27.7,13.7,31,6.2,95.78249337,-1.062142857,28.304,-0.121285714,0.169857143,0.419571429,0.110285714,27.24171429,0.342857143,26.63771429
E02000275,541.2,1847.4,1557.2,56.16727682,0.150117805,0.829907068,290000,24.4,26.7,21.4,24.6,4.7,67.21719457,-0.936,27.57425,-0.08125,0.17025,0.3535,0.09975,18.4685,0.48175,35.904
E02000276,46.4,1560.7,1127.9,39.19964296,0.131740353,0.243528712,555000,22.1,36,10.7,29.6,3.2,88.42937853,-1.14925,13.66825,-0.51225,0.0795,0.1335,0.05625,2.37025,0.351,32.8235
E02000277,130.4,1512.4,1942.6,28.42818811,0.106182282,0.350656687,360000,29.2,37.9,11.4,18.7,2.2,98.55527638,-0.41975,26.24225,-0.4305,0.1645,0.3915,0.09875,27.83025,0.183,30.874
E02000278,215.1,1024.8,2162.5,31.5152201,0.135374347,0.390743465,370000,20.7,25.8,33.5,16.9,1.9,92.13903743,-0.4304,38.6706,-0.0698,0.2556,0.4522,0.1516,34.9716,0.6616,28.2912
E02000279,122.5,1163.8,1661.3,35.29047113,0.170811315,0.482022671,269750,13.8,33.1,24.1,25.9,1.4,53.66138449,0.020833333,32.48916667,-0.446166667,0.239,0.3785,0.128,26.76483333,0.109833333,23.63983333
E02000280,246.9,1128.6,2351,17.8156195,0.102177436,0.178743394,420000,28.9,36.5,19.8,12.1,2.3,98.89198606,-0.4438,21.8056,-0.5956,0.1366,0.2884,0.0902,15.8928,-0.0464,31.2286
E02000281,368.7,1008.5,2407.6,25.21788342,0.15874901,0.317713639,376000,20.7,35.1,20.2,21.8,1.3,64.60358056,-0.0366,27.8794,-0.3658,0.1798,0.3588,0.1156,22.1722,0.1654,26.3628
E02000282,250.8,1113.8,2057,36.05046626,0.117583436,0.428195283,335000,13.7,25.2,34.6,24.1,2.1,76.95600476,-0.7882,39.9994,-0.0898,0.2744,0.4652,0.1624,37.9858,0.5852,25.1936
E02000283,33.9,1310.1,1739.3,31.98005698,0.123471342,0.396130104,365000,25,37.7,17.4,17.9,1.7,99.08029197,-0.3852,30.8046,-0.3358,0.207,0.442,0.1166,34.0682,0.485,28.47
E02000284,196.6,1110.4,1700.2,18.08536585,0.126857888,0.188414634,457500,29.3,37.9,10.4,20.1,3.8,73.25692455,-0.5006,16.9218,-0.7148,0.1128,0.2536,0.0796,10.6162,-0.2704,24.3814
E02000285,124.6,1370.2,2055.1,16.40139457,0.109869837,0.175079582,517500,43.6,42.6,3.5,8.7,2.2,74.19771863,-0.114,11.37525,-0.90575,0.075,0.27575,0.059,8.3585,-0.35775,20.24775
E02000286,505.1,845.9,1985.4,20.50747732,0.07709386,0.192081392,400000,35.9,34.2,4.6,24,3.6,50.08435583,0.5984,17.5816,-0.6992,0.1028,0.226,0.0878,7.0222,-0.488,15.2034
E02000287,152.9,1292.1,2362.1,28.06683277,0.172916422,0.237285651,1053500,41.5,32.8,9.7,14.2,2.9,5.465467395,0.111,13.16875,-1.2535,0.08425,0.2275,0.0505,4.9765,-0.28025,14.4685
E02000288,219.2,1148.8,1867.8,40.81029552,0.12319705,0.493040991,370000,20.3,30,21.3,24.4,2,48.58271865,-1.112,33.36,-0.269,0.2225,0.412,0.135333333,27.18216667,0.6575,30.15316667
E02000289,259.6,1572.9,2091.9,23.39777744,0.089203291,0.23001979,675000,46.2,38.9,6.4,7,2.2,78.96988906,0.1065,10.369,-1.19675,0.079,0.2585,0.0545,7.34375,-0.641,17.025
E02000290,146.7,1012.4,1775.5,41.82546258,0.11113621,0.548053024,349000,12.8,20.8,39.4,24.7,1.3,77.59859772,-0.798,39.73875,-0.035,0.2645,0.44475,0.159,32.8215,0.31275,37.65175
E02000291,476.5,816.8,1896.3,27.68937696,0.15116817,0.297960556,339998,25.1,30.1,15.8,27.7,3.7,67.38893219,-0.4086,22.6984,-0.3552,0.1496,0.2858,0.0884,14.5326,0.0384,28.941
E02000292,234,1343.2,2045.4,27.64236184,0.187762728,0.33273797,414000,30,42.3,8.2,18.4,2,65.20812183,-0.5265,21.46816667,-0.5875,0.133166667,0.3135,0.084833333,16.03216667,0.462666667,32.09233333
E02000293,155,1209,2604.2,20.18392263,0.214638158,0.190899001,763500,46.3,37.5,2.7,12.1,2,41.50170648,0.442,10.8725,-1.4215,0.056,0.2075,0.044,3.57125,-0.11525,22.5975
E02000294,494.6,1494.3,2441.3,41.60378421,0.221203279,0.510192589,365000,26.6,34,17.2,19.9,2,8.115696888,-0.8164,29.782,-0.3692,0.2034,0.4154,0.1168,29.1184,0.4072,29.5642
E02000295,78.2,950,2414.2,30.28421304,0.099789548,0.306424648,545000,34,34.1,9.4,20,2.3,53.89413989,0.1026,14.3244,-0.9662,0.102,0.241,0.0648,8.0506,-0.4916,15.1516
E02000296,548.9,1362.7,1996.8,37.05296277,0.220949763,0.315049816,455000,27.7,25,11.3,33.9,3,19.25610115,-0.1786,19.6686,-0.6092,0.135,0.2494,0.079,9.5082,-0.1038,24.68
E02000297,156.5,1377.1,1919.5,25.22047752,0.093763756,0.249408475,550000,43,42.3,2.1,11.4,2.2,13.95372645,-0.308833333,11.14033333,-0.9105,0.074166667,0.257666667,0.052,7.9475,-0.29,22.1525
E02000298,260.4,1426.8,2096.8,23.68355065,0.143732374,0.192828485,816250,38.4,39.2,3.9,17.2,2,88.87640449,-0.2636,8.4912,-1.2728,0.0556,0.1924,0.041,3.3984,-0.3492,20.1876
E02000299,275.5,1102.1,1633.5,46.14475945,0.121501984,0.592998282,350000,22.1,28.2,18.5,27.5,1.3,52.29909526,-1.134,34.1174,-0.2696,0.2182,0.4042,0.132,30.9682,0.5268,34.7828
E02000300,353,816.3,1776.1,45.60500184,0.222291118,0.570307711,359000,23,31.5,12.1,31.1,2.4,29.87957388,-0.615,31.6448,-0.452,0.2134,0.3866,0.1208,27.7528,0.4932,30.5952
E02000301,174.1,971.9,1613.7,45.4816286,0.126381143,0.582224429,330000,15.4,22.7,33.6,25.2,1.3,63.31112592,-0.183666667,40.272,-0.1185,0.27,0.446333333,0.1575,33.69333333,0.498666667,30.22516667
E02000302,128.7,1181.1,2256.8,36.66826808,0.165195037,0.354311794,493750,32.9,35.7,12.8,16.6,1.2,55.22839506,-0.1638,19.2156,-0.5898,0.1278,0.304,0.0818,13.941,-0.0518,22.181
E02000303,348.8,1100.3,2004.6,42.33611442,0.150657708,0.552681764,367500,14,24.5,34.2,25,1.9,58.64039956,-0.907,39.2982,-0.1716,0.2626,0.4542,0.1596,36.6166,0.6178,30.5582
E02000304,445.5,879.1,1770.3,30.06552108,0.201961193,0.263567808,781000,40.4,37.5,2.7,17.6,1.5,59.17283951,-0.0758,9.4624,-1.3,0.0602,0.175,0.042,1.788,-0.175,24.4238
E02000305,278.8,1037.4,1929.5,34.58820804,0.18573201,0.27418047,403500,25.8,36.1,4.8,31.5,2.9,40.3,-0.8518,15.3446,-0.7732,0.1048,0.2038,0.0646,4.7552,-0.0104,31.3142
E02000306,303.1,1093.2,1764.4,47.53524975,0.10066916,0.621597989,248000,6.9,14,55.1,18.6,1,115.8722919,-0.6934,43.5408,0.101,0.2946,0.465,0.169,36.0126,0.8188,30.1298
E02000307,218.3,952.4,2381,46.10554036,0.105239934,0.483743543,400000,30,36.5,8.6,22.7,1.3,116.6666667,-0.377833333,24.89616667,-0.624166667,0.177166667,0.374666667,0.088,21.8345,0.2285,29.0075
E02000308,140.8,1020.9,1525.7,43.31695967,0.099294031,0.405894519,520000,27.7,26.5,18.8,25.4,1.5,59.82995063,-0.6292,21.9112,-0.7032,0.1414,0.2666,0.088,12.5812,0.3162,29.8384
E02000309,362.6,1023.3,1418.2,49.20392792,0.157507016,0.613404519,350000,17,27.7,22.4,29.5,1.8,54.12658228,-0.836333333,38.10633333,-0.194333333,0.233166667,0.419,0.132333333,30.67166667,0.903333333,39.702
E02000311,193.2,1104.8,2264.6,47.68030794,0.102189781,0.439424635,420000,27.2,31.3,16.3,23.1,1.4,73.90499195,-0.354,26.74183333,-0.597833333,0.1795,0.337666667,0.101,17.34616667,0.473166667,31.019
E02000312,280.4,815.4,1664.7,44.34259524,0.197202278,0.344600401,410000,25.1,27.9,8,36.5,2.2,46.93782684,-0.601333333,19.40383333,-0.595833333,0.122,0.2175,0.070333333,8.813,0.305333333,30.79866667
E02000313,160.6,388.2,1378.8,36.85653366,0.134619674,0.507310387,290000,6.5,16.2,63,12.2,1,93.29864724,-0.2005,29.149,0.0215,0.21125,0.362,0.1315,22.00175,0.21875,13.7185
E02000314,435.5,1082.5,1032.7,44.2950471,0.097964927,0.610680644,290000,6.2,32.4,23.4,33,1.2,44.26449449,0.263571429,23.47642857,0.075571429,0.154571429,0.255428571,0.086285714,10.45714286,0.311428571,14.602
E02000315,300.4,777.4,1793,32.79735683,0.130257937,0.477202643,315000,14.4,23.2,46.6,14.2,1.4,91.13924051,-0.5104,37.013,0.5456,0.2522,0.3638,0.1622,23.269,0.8308,21.4324
E02000316,92.5,826.2,1374.8,41.75813953,0.127215116,0.468837209,500000,4.1,14.4,40.7,33,2.6,74.28945074,-0.6475,24.48925,0.104,0.14625,0.23575,0.082625,13.27075,0.528,27.673125
E02000317,232.6,808.2,918.4,36.43966547,0.07735697,0.517084827,340000,6.9,12.9,64.5,13.2,2.6,76.18170657,-0.9932,32.6576,0.326,0.2278,0.3712,0.1536,21.7716,0.3528,21.1758
E02000318,209,589.4,1397.3,50.20321073,0.131547455,0.649766308,340000,15,28.5,25.7,29,2.6,76.66196189,-1.5494,26.7152,-0.1654,0.185,0.3318,0.098,18.4648,0.6578,29.7934
E02000319,247.8,581,1162.3,44.74523744,0.118906064,0.584267615,338000,11.7,23.7,31.3,29.5,2.2,89.8778626,-0.7845,24.0105,0.127666667,0.161666667,0.2935,0.099833333,14.67616667,0.178666667,21.64283333
E02000320,245.6,1173.3,1432.5,30.87258454,0.081436421,0.443387681,367500,19.7,34,28.4,16.6,1.5,102.8456105,-0.86,22.11375,-0.084,0.13675,0.32875,0.094,17.4985,0.4855,28.3325
E02000321,233.6,752.9,1337.1,38.44444444,0.076840696,0.497916667,320000,8.1,15.5,55,18.1,1.8,102.1887825,-0.978,33.3305,0.29625,0.22775,0.36525,0.14975,24.4115,0.46775,21.29275
E02000323,414.7,1050.4,1403.3,45.75604272,0.038882668,0.609705827,327500,8.5,15.5,49.4,22.8,4.9,50.40451552,-1.275666667,32.33433333,0.409666667,0.217833333,0.352833333,0.1305,21.19783333,0.654333333,23.44616667
E02000324,315,831.7,1436.9,32.79562543,0.095761219,0.398906357,495000,11.4,21,52.8,13.3,1.9,80.88013412,-0.608,29.6825,0.11825,0.18825,0.3175,0.12975,17.64725,0.80475,24.423
E02000326,187.7,710.8,1622.7,29.15134371,0.055985194,0.323620934,507000,18.7,31.9,29.9,18.3,2.6,80.30254777,-1.18325,20.1835,-0.17825,0.14025,0.20975,0.0985,8.219,0.253,30.92225
E02000327,434.8,589.1,1332.6,35.58974359,0.086333578,0.524102564,385000,4.3,14.1,51.2,28,5.2,125.0535988,-0.14925,30.384,0.35275,0.20625,0.337,0.125,22.7155,0.34925,18.6975
E02000328,407.5,582.2,1295.4,24.34150772,0.105988593,0.183772328,457500,19.9,26.9,29,21.4,5.4,95.20361991,-0.43775,17.39625,-0.22925,0.1095,0.1425,0.08225,3.909,0.37425,25.53475
E02000329,124.6,794.3,1822.2,23.18770227,0.074352619,0.359223301,353500,22.8,38.3,23.1,14,2.6,126.3606911,-0.935,19.74,-0.172,0.13525,0.315,0.094,14.9235,0.1725,26.39575
E02000331,370.6,824.9,1709.7,28.85966032,0.099181446,0.352573107,360000,14.3,29,35.3,19.5,2.8,50.20547945,-0.4315,29.5225,0.20025,0.183,0.31025,0.1275,18.288,0.72325,23.9015
E02000332,157.5,616.9,1351.9,24.36233283,0.091782422,0.31462843,390000,28,39,16.7,14.7,3.4,123.8424437,-0.334,15.8816,-0.3046,0.1046,0.2442,0.0754,7.674,0.3218,23.2606
E02000333,108,647.7,1634.8,21.64619557,0.078104316,0.153613016,592500,24.8,28.4,15.6,29.6,4.1,148.7007874,-0.10525,14.084,-0.772,0.08025,0.1235,0.05575,4.3425,0.49325,26.76525
E02000334,241.6,861.1,1994.3,25.50626063,0.116208722,0.316741382,415000,22.7,35.9,28,11.5,2.1,60.84355828,-0.09375,25.97975,-0.0905,0.154,0.32875,0.1115,16.89825,0.86275,22.732
E02000335,87.8,1170.9,1756.4,13.57459154,0.104063296,0.115742862,421000,33.4,44.1,14.3,7.3,1.5,102.1506849,-0.50625,11.3535,-0.60475,0.071,0.308,0.05825,11.2865,-0.40425,24.889
E02000337,242,1197.9,1706,18.98558057,0.056389395,0.199215785,350000,15.4,30.9,42.5,8.8,1.1,38.3485745,-0.3958,30.8538,0.1892,0.1808,0.4044,0.1332,28.2312,0.7598,27.9184
E02000339,269.6,935.4,1649,14.30485762,0.157641921,0.110050251,495000,32.3,36.3,19.9,9.5,2.7,78.42465753,-0.433,16.8855,-0.324,0.09525,0.24625,0.08125,5.88125,0.3745,28.15225
E02000340,180,990,2234.8,18.11760841,0.137050304,0.14848883,372500,34.8,32.3,14.7,16.1,3.5,36.4415437,-0.2805,14.4035,-0.59475,0.089,0.27125,0.0645,9.2525,0.551,21.464
E02000341,206.8,937,1569.8,20.43472602,0.106408417,0.235324743,335000,14.5,25.5,51.1,7.7,1.6,84.31451613,0.3366,38.4084,0.362,0.2342,0.4202,0.1642,32.9194,0.7114,22.5302
E02000342,80.5,1401.4,1771.9,16.98434837,0.139519622,0.187044785,457500,21.4,29.5,31.9,13.8,2.4,37.75520317,-0.667,21.14333333,0.130666667,0.139666667,0.364333333,0.089333333,25.30866667,0.046333333,19.29933333
E02000343,245.8,1084.5,1677.2,16.23970037,0.165638495,0.198501873,420000,24.4,31.2,34.6,8.4,1.1,51.41950833,-0.5735,24.605,0.03725,0.1545,0.3575,0.126,20.714,0.56325,19.14975
E02000344,183.3,916.4,2046.7,15.03053077,0.134159239,0.166118679,465000,33.4,42.8,11.4,11.3,1,47.75613276,-0.1725,12.808,-0.46575,0.079,0.31775,0.06575,13.65025,0.04225,16.30775
E02000345,278.9,2427.9,1064.2,35.63023308,0.172716628,0.291921249,474000,14.4,13.4,23.6,43.1,3.3,52.79752705,-1.3424,29.0946,-0.0258,0.1476,0.4688,0.0896,39.8754,-0.054,38.9588
E02000346,232.3,807.1,1858.9,51.34602758,0.1353902,0.566152331,649975,4.5,6.8,67.2,18.5,11.1,59.12017167,-0.93,47.19425,0.411,0.31425,0.422,0.18475,28.85625,0.903,43.0605
E02000347,327.4,1422.4,1399.9,31.48567119,0.191691771,0.313599799,427500,12,15.3,37.3,33.8,4.3,50.17501989,-1.2738,29.0946,0.0134,0.1764,0.3582,0.1106,25.3696,-0.0304,34.807
E02000348,287.2,1889.2,1193.2,39.408867,0.201589921,0.431280788,445000,8.8,10.9,47.3,30.3,1.5,20.41960184,-0.831,33.337,0.2734,0.2168,0.4296,0.1286,34.941,-0.0548,28.713
E02000350,318.2,1621.2,1750.4,34.74005473,0.119980531,0.404125447,466800,12.6,19.9,24.1,40.1,3.1,45.859375,-1.2274,24.362,0.153,0.1446,0.239,0.0804,9.212,0.2232,35.6026
E02000351,40.6,669.7,1542.7,39.97418749,0.125161082,0.337439869,550000,10.2,19.1,23.7,43.5,3.3,45.61351947,-0.676166667,28.09633333,0.373166667,0.154166667,0.174166667,0.092833333,8.1435,0.596166667,35.649
E02000352,331.8,1161.5,1534.8,30.30655238,0.159051475,0.331686764,582500,10.8,20.7,39.7,24.5,1.7,55.01988862,-1.22775,26.52625,0.416,0.16325,0.21725,0.0965,7.81125,0.22275,32.36125
E02000353,,818.9,1564.6,32.39147187,0.18267909,0.322630362,930000,15.6,25.8,21.7,35.6,2.5,50.67337461,-1.3286,23.7504,0.033,0.1234,0.147,0.0754,2.4194,0.909,40.0762
E02000354,150,1003.6,1604,41.21237634,0.109666175,0.542622606,525000,6,15.4,47.1,27.7,3.9,59.95980707,-1.1505,34.91816667,0.5205,0.2165,0.282833333,0.1295,14.68183333,0.8325,31.677
E02000355,237.6,918,1706.2,39.29286977,0.149875741,0.485680613,697000,17,21.3,25,34,2.7,41.499405,-0.8394,28.7946,0.1644,0.1518,0.2324,0.0966,7.233,0.8212,43.8216
E02000356,121.5,863.6,2172.5,30.66975225,0.03789439,0.286414375,665000,14.3,26,27.4,29.7,3.7,224.7962963,-1.20825,23.71275,0.32025,0.1405,0.157,0.09025,2.8275,0.4355,32.4955
E02000357,305.2,610.3,1892.3,46.97901877,0.059605192,0.690802966,397500,4.3,9.7,71.4,12.6,1.3,51.05490196,-1.19275,43.94875,0.74625,0.3195,0.38375,0.19125,23.624,0.2925,23.9865
E02000358,201.5,881.4,1703.9,40.50461205,0.078996384,0.451166576,601555,9,17.9,39.6,30.6,2.1,105.1497696,-1.245333333,31.88333333,0.6015,0.194666667,0.224166667,0.111166667,10.934,0.778333333,32.1355
E02000359,269.6,1092.8,1811.3,38.45920073,0.117071181,0.499012308,650000,15.6,24.5,33.1,24.1,2,49.1775326,-1.0825,30.761,0.4705,0.17525,0.259,0.109,8.3895,0.863,38.725
E02000360,189.4,782.2,1893.8,43.74778604,0.076970761,0.595377258,487000,4.1,11.1,60.6,20.8,2,158.1535948,-1.088,36.49033333,0.5645,0.260666667,0.2985,0.146333333,13.7025,0.317166667,28.50066667
E02000361,76.6,1017.9,1729.4,39.7513089,0.089397089,0.464921466,556750,6.6,13.7,39.6,37.8,2.9,140.2572899,-0.957,33.43375,0.4205,0.17975,0.23575,0.11025,8.2745,1.195,36.8445
E02000362,266.9,854.2,1988.8,35.67499607,0.084330549,0.512022631,415000,6.9,15.9,44.9,24.9,1.9,129.1253644,-0.96075,44.246,1.04375,0.258,0.291,0.171,18.2475,1.23625,32.6295
E02000363,286.4,1018.7,1448.1,42.27754726,0.071373329,0.630152144,420000,4.3,10.1,67.6,13.9,1.6,161.9141324,-1.222333333,41.90616667,0.620333333,0.2895,0.380333333,0.170666667,21.93983333,0.696333333,30.47683333
E02000364,229.4,917.6,1634.5,32.15292658,0.065141721,0.367542574,547500,11.7,19.3,38.9,27,1.9,177.3368607,-1.2278,27.8294,0.2522,0.1658,0.1866,0.096,6.2738,0.7362,36.9276
E02000365,142,1104.1,1801.4,38.69476653,0.066274231,0.372610467,600000,9.5,16.3,33.4,37.7,2.5,188.3938815,-1.59225,30.121625,0.338,0.1555,0.186375,0.092375,8.773375,1.135,39.62725
E02000366,183.3,1013.5,1660.6,30.20906742,0.102599558,0.412731971,640750,7.7,14.8,57.4,16.9,1.8,94.78374836,-1.0858,35.164,0.5472,0.2178,0.2916,0.146,14.8674,0.7002,30.0604
E02000367,179.2,1161.2,1835.8,35.8587414,0.095098399,0.392464839,595000,6.8,17.9,38.5,31.2,1.7,146.3506261,-1.2045,31.24183333,0.506833333,0.169333333,0.192666667,0.105,6.719166667,0.949833333,37.412
E02000368,216.2,958.6,1672.8,41.21073435,0.082919051,0.538589557,520000,5.2,13.3,62.1,17.4,1.3,134.4388398,-1.113333333,38.368,0.5705,0.250333333,0.300166667,0.153333333,16.11716667,0.801666667,31.81183333
E02000369,265.5,885.5,1736.9,43.143005,0.095896328,0.495687425,545000,4.8,10,53.2,24.3,1.3,141.1585366,-1.565166667,36.4055,0.392166667,0.218666667,0.281666667,0.129,15.57216667,0.690833333,46.42083333
E02000370,258.4,924.4,1083.5,43.97060595,0.075698286,0.475484881,525000,6.2,11.4,55.1,22,1.4,183.8957816,-1.3365,33.74225,0.3175,0.2115,0.291,0.12575,16.55225,0.47225,36.574
E02000371,157.8,1068.8,1220.4,46.91567629,0.118571647,0.404883176,784000,5,11.2,39.7,41.1,2.2,43.02692055,-1.507285714,29.59657143,0.314714286,0.128,0.181571429,0.071,10.75228571,0.840857143,50.85885714
E02000372,582.4,1491.4,1307.6,45.72207084,0.079822058,0.500054496,460000,9.6,10.6,55.9,18.3,3.4,193.4090909,-0.657,32.572,0.5486,0.1996,0.3086,0.136,18.026,0.3134,34.2374
E02000373,135.9,1116.6,1161.7,49.27906278,0.088622754,0.625863623,378000,5.3,8.8,69.5,13.8,0.9,152.8604119,-1.0765,39.32225,0.3515,0.303,0.3905,0.1845,24.79325,0.395,25.64725
E02000374,413.7,1330,1049.2,40.82602882,0.083902841,0.387015302,650000,17.4,19.8,36.1,23.1,3,222.4358974,-1.267,28.28425,0.209,0.19,0.23925,0.12725,9.28975,0.6275,38.49125
E02000375,140,1245.5,1301.5,46.96926579,0.066768827,0.416761525,979000,11.3,12.8,44.5,28.5,3.9,153.8047138,-0.60625,30.77775,0.36175,0.19925,0.20375,0.14625,8.40225,0.23175,33.11325
E02000376,276.3,1323.9,1163.9,46.65220535,0.077949813,0.390310918,470000,10.2,14.3,33.4,38.7,4,57.85328185,-1.13425,30.45875,0.5,0.1865,0.188,0.136,9.90925,0.776,34.956
E02000377,183.3,794.1,989.5,42.04921043,0.082842229,0.36259028,610000,12,18.3,34.9,31.2,2.8,199.295302,-1.5266,28.0992,0.3188,0.1808,0.1906,0.1288,6.642,0.6872,36.3724
E02000378,201.1,835.4,1144.8,46.52586471,0.101319059,0.306397306,525000,13.7,20.8,25.8,38.2,2.7,157.560241,-1.41475,24.207,-0.08125,0.1495,0.1455,0.103,7.03825,0.705,38.26125
E02000379,682.7,1277.2,1062.2,39.55942488,0.075929752,0.304577233,661250,19,22.8,27.2,27.1,4.9,160.4974093,-0.86125,18.59425,-0.202,0.12025,0.13725,0.08675,2.203,0.03875,36.2525
E02000380,52.3,801.8,906.4,35.68139178,0.09984904,0.266075388,900000,21,21.9,24.7,30.8,4.4,144.0062112,-1.2005,17.32625,-0.21825,0.107,0.122,0.0775,5.3755,0.4465,32.57825
E02000381,113.6,1337.4,1110.3,41.90267765,0.04994877,0.243820803,872500,18.8,18.6,24.9,36.1,3.2,158.4844384,-1.4258,20.0518,-0.0968,0.1234,0.1306,0.0886,5.1572,0.3612,38.373
E02000382,,950.4,916.3,39.69515161,0.084390565,0.311820983,642500,19.1,17.7,24.8,34.4,3.4,167.5748031,-0.63625,21.46625,-0.1055,0.11975,0.146,0.0835,4.044,0.66525,39.71625
E02000383,654,1105.1,1116.2,54.71798134,0.065862961,0.387828668,595000,16.1,17.4,20.4,43.6,7.3,225.8769231,-0.914333333,18.07033333,-0.389666667,0.114833333,0.155,0.072666667,5.861833333,0.002333333,35.257
E02000384,751.5,3005.6,1288.1,42.63661202,0.05944334,0.363114754,831500,10.6,11.1,46.5,28.6,4,206.147541,-0.8106,33.2104,0.66,0.2134,0.2368,0.1468,14.3802,0.4312,38.1342
E02000385,170.3,937,1260.7,47.89029536,0.040864655,0.255761117,600000,14.2,21,16.1,46.5,4.4,165.1855567,-0.41125,17.273,-0.1495,0.0805,0.10525,0.05925,4.2765,0.4555,38.2455
E02000386,248.8,1007.7,957.9,46.00540806,0.060846561,0.424041298,608000,8.1,13.7,45.3,29.5,3.9,182.0809249,-1.3006,32.0616,0.5466,0.2266,0.264,0.1396,13.5082,0.3352,33.018
E02000387,551.9,1622.2,936.4,44.00510204,0.079275329,0.357142857,708500,10.9,15.4,45.7,26.2,1.4,191.3024283,-0.93525,22.80125,0.11975,0.14975,0.2045,0.10125,9.021,0.12625,30.68975
